PassengerId,Survived,Pclass,Sex,Age,Fare,Embarked,Title,FamilySize
233,0,2,0,59.0,2.6741486494265287,2,2,0.0
234,1,3,1,5.0,3.4777725458882283,2,1,6.0
235,0,2,0,24.0,2.4423470353692043,2,2,0.0
236,0,3,1,29.0,2.145931282948669,2,1,0.0
237,0,2,0,44.0,3.295836866004329,2,2,1.0
238,1,2,1,8.0,3.305053521109253,2,1,2.0
239,0,2,0,19.0,2.4423470353692043,2,2,0.0
240,0,2,0,33.0,2.5858825671280026,2,2,0.0
241,0,3,1,29.0,2.737880811060884,0,1,1.0
242,1,3,1,29.0,2.803360380906535,1,1,1.0
243,0,2,0,29.0,2.4423470353692043,2,2,0.0
244,0,3,0,22.0,2.094945728215801,2,2,0.0
245,0,3,0,30.0,2.1071782966514356,0,2,0.0
246,0,1,0,44.0,4.51085950651685,1,4,2.0
247,0,3,1,25.0,2.1719067693519296,2,1,0.0
248,1,2,1,24.0,2.740840023925201,2,3,2.0
249,1,1,0,37.0,3.9806942251907276,2,2,2.0
250,0,2,0,54.0,3.295836866004329,2,4,1.0
251,0,3,0,29.0,2.1102132003465894,2,2,0.0
252,0,3,1,29.0,2.4390808375825834,2,3,2.0
253,0,1,0,62.0,3.3160025355989236,2,2,0.0
254,0,3,0,30.0,2.8390784635086144,2,2,1.0
255,0,3,1,41.0,3.0545906305603445,2,3,2.0
256,1,3,1,29.0,2.7878344138303452,0,3,2.0
257,1,1,1,29.0,4.384523514872469,0,3,0.0
258,1,1,1,30.0,4.471638793363569,2,1,0.0
259,1,1,1,35.0,6.240917354759096,0,1,0.0
260,1,2,1,50.0,3.295836866004329,2,3,1.0
261,0,3,0,29.0,2.169053700369523,1,2,0.0
262,1,3,0,3.0,3.4777725458882283,2,0,6.0
263,0,1,0,52.0,4.390118804571218,2,2,2.0
264,0,1,0,40.0,0.0,2,2,0.0
265,0,3,1,29.0,2.169053700369523,1,1,0.0
266,0,2,0,36.0,2.4423470353692043,2,2,0.0
267,0,3,0,16.0,3.705920919968788,2,2,5.0
268,1,3,0,25.0,2.1719067693519296,2,2,1.0
269,1,1,1,58.0,5.039951348430309,2,3,1.0
270,1,1,1,35.0,4.91730069488021,2,1,0.0
271,0,1,0,29.0,3.4657359027997265,2,2,0.0
272,1,3,0,25.0,0.0,2,2,0.0
273,1,2,1,41.0,3.0204248861443626,2,3,1.0
274,0,1,0,37.0,3.4242626545931514,0,2,1.0
275,1,3,1,29.0,2.169053700369523,1,1,0.0
276,1,1,1,63.0,4.368919865004903,2,1,1.0
277,0,3,1,45.0,2.169053700369523,2,1,0.0
278,0,2,0,29.0,0.0,2,2,0.0
279,0,3,0,7.0,3.405355391810819,1,0,5.0
280,1,3,1,35.0,3.056356895370426,2,3,2.0
281,0,3,0,65.0,2.169053700369523,1,2,0.0
282,0,3,0,28.0,2.180891922715322,2,2,0.0
283,0,3,0,16.0,2.3513752571634776,2,2,0.0
284,1,3,0,19.0,2.2027647577118348,2,2,0.0
285,0,1,0,29.0,3.295836866004329,2,2,0.0
286,0,3,0,33.0,2.2682524139135403,0,2,0.0
287,1,3,0,30.0,2.3513752571634776,2,2,0.0
288,0,3,0,22.0,2.1855792552411137,2,2,0.0
289,1,2,0,42.0,2.6390573296152584,2,2,0.0
290,1,3,1,22.0,2.169053700369523,1,1,0.0
291,1,1,1,26.0,4.380149874661021,2,1,0.0
292,1,1,1,19.0,4.5226490762785785,0,3,1.0
293,0,2,0,36.0,2.630088659632498,0,2,0.0
294,0,3,1,24.0,2.2874714551839976,2,1,0.0
295,0,3,0,24.0,2.1855792552411137,2,2,0.0
296,0,1,0,29.0,3.357621598945279,0,2,0.0
297,0,3,0,23.5,2.1076888046179385,0,2,0.0
298,0,1,1,2.0,5.027492411162679,2,1,3.0
299,1,1,0,29.0,3.449987545831587,2,2,0.0
300,1,1,1,50.0,5.515526544247129,0,3,1.0
301,1,3,1,29.0,2.169053700369523,1,1,0.0
302,1,3,0,29.0,3.188416617383492,1,2,2.0
303,0,3,0,19.0,0.0,2,2,0.0
304,1,2,1,29.0,2.5915163848462583,1,1,0.0
305,0,3,0,29.0,2.2027647577118348,2,2,0.0
306,1,1,0,0.92,5.027492411162679,2,0,3.0
307,1,1,1,29.0,4.717456363787216,0,1,0.0
308,1,1,1,17.0,4.699570861409576,0,3,1.0
309,0,2,0,30.0,3.2188758248682006,0,2,1.0
310,1,1,1,30.0,4.0592215752427645,0,1,0.0
311,1,1,1,24.0,4.432699549165613,0,1,0.0
312,1,1,1,18.0,5.5735788721243535,0,1,4.0
313,0,2,1,26.0,3.295836866004329,2,3,2.0
314,0,3,0,28.0,2.1855792552411137,2,2,0.0
315,0,2,0,43.0,3.305053521109253,2,2,2.0
316,1,3,1,26.0,2.180891922715322,2,1,0.0
317,1,2,1,24.0,3.295836866004329,2,3,1.0
318,0,2,0,54.0,2.70805020110221,2,4,0.0
319,1,1,1,31.0,5.11118445372147,2,1,2.0
320,1,1,1,40.0,4.908971640319756,0,3,2.0
321,0,3,0,22.0,2.1102132003465894,2,2,0.0
322,0,3,0,27.0,2.1855792552411137,2,2,0.0
323,1,2,1,30.0,2.5915163848462583,1,1,0.0
324,1,2,1,22.0,3.4011973816621555,2,3,2.0
325,0,3,0,29.0,4.256321678298823,2,2,10.0
326,1,1,1,36.0,4.91730069488021,0,1,0.0
327,0,3,0,61.0,1.9792758428991135,2,2,0.0
328,1,2,1,36.0,2.6390573296152584,2,3,0.0
329,1,3,1,31.0,3.0692150503137943,2,3,2.0
330,1,1,1,16.0,4.077184839375167,0,1,1.0
331,1,3,1,29.0,3.188416617383492,1,1,2.0
332,0,1,0,45.5,3.3843902633457743,2,2,0.0
333,0,1,0,38.0,5.039951348430309,2,2,1.0
334,0,3,0,16.0,2.9444389791664403,2,2,2.0
335,1,1,1,29.0,4.902678819257608,2,3,1.0
336,0,3,0,29.0,2.1855792552411137,2,2,0.0
337,0,1,0,29.0,4.213607983048918,2,2,1.0
338,1,1,1,41.0,4.908971640319756,0,1,0.0
339,1,3,0,45.0,2.2027647577118348,2,2,0.0
340,0,1,0,45.0,3.597312260588446,2,2,0.0
341,1,2,0,2.0,3.295836866004329,2,0,2.0
342,1,1,1,24.0,5.575949103146316,2,1,5.0
343,0,2,0,28.0,2.6390573296152584,2,2,0.0
344,0,2,0,25.0,2.6390573296152584,2,2,0.0
345,0,2,0,36.0,2.6390573296152584,2,2,0.0
346,1,2,1,24.0,2.6390573296152584,2,1,0.0
347,1,2,1,40.0,2.6390573296152584,2,1,0.0
348,1,3,1,29.0,2.8390784635086144,2,3,1.0
349,1,3,0,3.0,2.8273136219290276,2,0,2.0
350,0,3,0,42.0,2.2682524139135403,2,2,0.0
351,0,3,0,23.0,2.3248357019288655,2,2,0.0
352,0,1,0,29.0,3.58351893845611,2,2,0.0
353,0,3,0,15.0,2.1076888046179385,0,2,2.0
354,0,3,0,25.0,2.9338568698359038,2,2,1.0
355,0,3,0,29.0,2.1071782966514356,0,2,0.0
356,0,3,0,28.0,2.3513752571634776,2,2,0.0
357,1,1,1,22.0,4.02535169073515,2,1,1.0
358,0,2,1,38.0,2.6390573296152584,2,1,0.0
359,1,3,1,29.0,2.1837114628556327,1,1,0.0
360,1,3,1,29.0,2.1837114628556327,1,1,0.0
361,0,3,0,40.0,3.3638415951183864,2,2,5.0
362,0,2,0,29.0,3.357621598945279,0,2,1.0
363,0,3,1,45.0,2.737880811060884,0,3,1.0
364,0,3,0,35.0,2.0856720914304723,2,2,0.0
365,0,3,0,29.0,2.803360380906535,1,2,1.0
366,0,3,0,30.0,2.1102132003465894,2,2,0.0
367,1,1,1,60.0,4.334017415487521,0,3,1.0
368,1,3,1,29.0,2.1076888046179385,0,3,0.0
369,1,3,1,29.0,2.169053700369523,1,1,0.0
370,1,1,1,24.0,4.252771798816619,0,4,0.0
371,1,1,0,25.0,4.0332082470129285,0,2,1.0
372,0,3,0,18.0,2.0143428636837015,2,2,1.0
373,0,3,0,19.0,2.2027647577118348,2,2,0.0
374,0,1,0,22.0,4.91730069488021,0,2,0.0
375,0,3,1,3.0,3.0944457464900235,2,1,4.0
376,1,1,1,29.0,4.420896324687287,0,3,1.0
377,1,3,1,22.0,2.1102132003465894,2,1,0.0
378,0,1,0,27.0,5.358941988364472,0,2,2.0
379,0,3,0,20.0,1.6119347926326877,0,2,0.0
380,0,3,0,19.0,2.1719067693519296,2,2,0.0
381,1,1,1,42.0,5.4316456135398825,0,1,0.0
382,1,3,1,1.0,2.817902613071225,0,1,2.0
383,0,3,0,32.0,2.188856327665703,2,2,0.0
384,1,1,1,35.0,3.970291913552122,2,3,1.0
385,0,3,0,29.0,2.1855792552411137,2,2,0.0
386,0,2,0,18.0,4.310799125385514,2,2,0.0
387,0,3,0,1.0,3.8691155044168695,2,0,7.0
388,1,2,1,36.0,2.6390573296152584,2,1,0.0
389,0,3,0,29.0,2.1666737276227077,1,2,0.0
390,1,2,1,17.0,2.5649493574615367,0,1,0.0
391,1,1,0,36.0,4.795790545596741,2,2,3.0
392,1,3,0,21.0,2.174274334826008,2,2,0.0
393,0,3,0,28.0,2.188856327665703,2,2,2.0
394,1,1,1,23.0,4.738607824217808,0,1,1.0
395,1,3,1,24.0,2.8735646395797834,2,3,2.0
396,0,3,0,22.0,2.174274334826008,2,2,0.0
397,0,3,1,31.0,2.180891922715322,2,1,0.0
398,0,2,0,46.0,3.295836866004329,2,2,0.0
399,0,2,0,23.0,2.4423470353692043,2,4,0.0
400,1,2,1,28.0,2.613739521630969,2,3,0.0
401,1,3,0,39.0,2.188856327665703,2,2,0.0
402,0,3,0,26.0,2.2027647577118348,2,2,0.0
403,0,3,1,21.0,2.3818582738885534,2,1,1.0
404,0,3,0,28.0,2.8243506567983707,2,2,1.0
405,0,3,1,20.0,2.2682524139135403,2,1,0.0
406,0,2,0,34.0,3.091042453358316,2,2,1.0
407,0,3,0,51.0,2.169053700369523,2,2,0.0
408,1,2,0,3.0,2.9831534913471307,2,0,2.0
409,0,3,0,21.0,2.1719067693519296,2,2,0.0
410,0,3,1,29.0,3.275887339030031,2,1,4.0
411,0,3,0,29.0,2.1855792552411137,2,2,0.0
412,0,3,0,29.0,2.061570298060867,1,2,0.0
413,1,1,1,33.0,4.51085950651685,1,1,1.0
414,0,2,0,29.0,0.0,2,2,0.0
415,1,3,0,44.0,2.188856327665703,2,2,0.0
416,0,3,1,29.0,2.2027647577118348,2,3,0.0
417,1,2,1,34.0,3.5115454388310208,2,3,2.0
418,1,2,1,18.0,2.6390573296152584,2,1,2.0
419,0,2,0,30.0,2.6390573296152584,2,2,0.0
420,0,3,1,10.0,3.224857896545748,2,1,2.0
421,0,3,0,29.0,2.1855792552411137,0,2,0.0
422,0,3,0,21.0,2.167143305297764,1,2,0.0
423,0,3,0,29.0,2.1832383353614797,2,2,0.0
424,0,3,1,28.0,2.7343675094195836,2,3,2.0
425,0,3,0,18.0,3.0545906305603445,2,2,2.0
426,0,3,0,29.0,2.1102132003465894,2,2,0.0
427,1,2,1,28.0,3.295836866004329,2,3,1.0
428,1,2,1,19.0,3.295836866004329,2,1,0.0
429,0,3,0,29.0,2.169053700369523,1,2,0.0
430,1,3,0,32.0,2.2027647577118348,2,2,0.0
431,1,1,0,28.0,3.3160025355989236,2,2,0.0
432,1,3,1,29.0,2.8390784635086144,2,3,1.0
433,1,2,1,42.0,3.295836866004329,2,3,1.0
434,0,3,0,17.0,2.094945728215801,2,2,0.0
435,0,1,0,50.0,4.041295341132285,2,2,1.0
436,1,1,1,14.0,4.795790545596741,2,1,3.0
437,0,3,1,21.0,3.5660053559634015,2,1,4.0
438,1,2,1,24.0,2.9831534913471307,2,3,5.0
439,0,1,0,64.0,5.575949103146316,2,2,5.0
440,0,2,0,31.0,2.4423470353692043,2,2,0.0
441,1,2,1,45.0,3.305053521109253,2,3,2.0
442,0,3,0,20.0,2.3513752571634776,2,2,0.0
443,0,3,0,25.0,2.1719067693519296,2,2,1.0
444,1,2,1,28.0,2.6390573296152584,2,4,0.0
445,1,3,0,29.0,2.2096470973347766,2,2,0.0
446,1,1,0,4.0,4.417131919904876,2,0,2.0
447,1,2,1,13.0,3.0204248861443626,2,1,1.0
448,1,1,0,34.0,3.3160025355989236,2,2,0.0
449,1,3,1,5.0,3.0085645861193133,0,1,3.0
450,1,1,0,52.0,3.449987545831587,2,4,0.0
451,0,2,0,36.0,3.3586377672433594,2,2,3.0
452,0,3,0,29.0,3.0429354648621407,2,2,1.0
453,0,1,0,30.0,3.3586377672433594,0,2,0.0
454,1,1,0,49.0,4.500966778400217,0,2,1.0
455,0,3,0,29.0,2.2027647577118348,2,2,0.0
456,1,3,0,29.0,2.1855792552411137,0,2,0.0
457,0,1,0,65.0,3.3160025355989236,2,2,0.0
458,1,1,1,29.0,3.967694202798607,2,3,1.0
459,1,2,1,50.0,2.4423470353692043,2,1,0.0
460,0,3,0,29.0,2.169053700369523,1,2,0.0
461,1,1,0,48.0,3.3160025355989236,2,2,0.0
462,0,3,0,34.0,2.2027647577118348,2,2,0.0
463,0,1,0,47.0,3.676300671907076,2,2,0.0
464,0,2,0,48.0,2.6390573296152584,2,2,0.0
465,0,3,0,29.0,2.2027647577118348,2,2,0.0
466,0,3,0,38.0,2.0856720914304723,2,2,0.0
467,0,2,0,29.0,0.0,2,2,0.0
468,0,1,0,56.0,3.3160025355989236,2,2,0.0
469,0,3,0,29.0,2.1661924680884908,1,2,0.0
470,1,3,1,0.75,3.0085645861193133,0,1,3.0
471,0,3,0,29.0,2.1102132003465894,2,2,0.0
472,0,3,0,38.0,2.2682524139135403,2,2,0.0
473,1,2,1,33.0,3.3586377672433594,2,3,3.0
474,1,2,1,23.0,2.694066212646058,0,3,0.0
475,0,3,1,22.0,2.3830123421066602,2,1,0.0
476,0,1,0,29.0,3.970291913552122,2,2,0.0
477,0,2,0,34.0,3.091042453358316,2,2,1.0
478,0,3,0,29.0,2.0851502161468174,2,2,1.0
479,0,3,0,22.0,2.142510233146819,2,2,0.0
480,1,3,1,2.0,2.586823743668066,2,1,1.0
481,0,3,0,9.0,3.8691155044168695,2,0,7.0
482,0,2,0,29.0,0.0,2,2,0.0
483,0,3,0,50.0,2.2027647577118348,2,2,0.0
484,1,3,1,63.0,2.3596740599781727,2,3,0.0
485,1,1,0,25.0,4.5226490762785785,0,2,1.0
486,0,3,1,29.0,3.275887339030031,2,1,4.0
487,1,1,1,35.0,4.51085950651685,2,3,1.0
488,0,1,0,58.0,3.4242626545931514,0,2,0.0
