PassengerId,Pclass,Sex,Age,Fare,Embarked,Title,FamilySize
582,1,1,39.0,4.717456363787216,0,3,2.0
796,2,0,39.0,2.6390573296152584,2,2,0.0
70,3,0,26.0,2.2682524139135403,2,2,2.0
132,3,0,20.0,2.0856720914304723,2,2,0.0
335,1,1,29.0,4.902678819257608,2,3,1.0
598,3,0,49.0,0.0,2,2,0.0
136,2,0,23.0,2.775447133088262,0,2,0.0
165,3,0,1.0,3.705920919968788,2,0,5.0
29,3,1,29.0,2.1837114628556327,1,1,0.0
784,3,0,29.0,3.196630215920881,2,2,3.0
194,2,0,3.0,3.295836866004329,2,0,2.0
870,3,0,4.0,2.495953738718064,2,0,2.0
716,3,0,19.0,2.157559320943788,2,2,0.0
526,3,0,40.5,2.169053700369523,1,2,0.0
382,3,1,1.0,2.817902613071225,0,1,2.0
141,3,1,29.0,2.7878344138303452,0,3,2.0
174,3,0,21.0,2.188856327665703,2,2,0.0
7,1,0,54.0,3.967694202798607,2,2,0.0
719,3,0,29.0,2.803360380906535,1,2,0.0
686,2,0,25.0,3.7513658711253766,0,2,3.0
74,3,0,26.0,2.737880811060884,0,2,1.0
883,3,1,22.0,2.4437981558973862,2,1,0.0
329,3,1,31.0,3.0692150503137943,2,3,2.0
454,1,0,49.0,4.500966778400217,0,2,1.0
146,2,0,19.0,3.6309854756950335,2,2,2.0
235,2,0,24.0,2.4423470353692043,2,2,0.0
221,3,0,16.0,2.2027647577118348,2,2,0.0
371,1,0,25.0,4.0332082470129285,0,2,1.0
812,3,0,39.0,3.224857896545748,2,2,0.0
133,3,1,47.0,2.740840023925201,2,3,1.0
695,1,0,60.0,3.3160025355989236,2,4,0.0
865,2,0,24.0,2.6390573296152584,2,2,0.0
186,1,0,29.0,3.9318256327243257,2,2,0.0
42,2,1,27.0,3.091042453358316,2,3,1.0
548,2,0,29.0,2.6988412620169004,0,2,0.0
109,3,0,38.0,2.1855792552411137,2,2,0.0
604,3,0,44.0,2.2027647577118348,2,2,0.0
57,2,1,21.0,2.4423470353692043,2,1,0.0
395,3,1,24.0,2.8735646395797834,2,3,2.0
707,2,1,45.0,2.6741486494265287,2,3,0.0
550,2,0,8.0,3.6309854756950335,2,0,2.0
25,3,1,8.0,3.0944457464900235,2,1,4.0
352,1,0,29.0,3.58351893845611,2,2,0.0
430,3,0,32.0,2.2027647577118348,2,2,0.0
435,1,0,50.0,4.041295341132285,2,2,1.0
52,3,0,21.0,2.174751721484161,2,2,0.0
527,2,1,50.0,2.4423470353692043,2,1,0.0
817,3,1,23.0,2.188856327665703,2,1,0.0
570,3,0,32.0,2.180891922715322,2,2,0.0
265,3,1,29.0,2.169053700369523,1,1,0.0
437,3,1,21.0,3.5660053559634015,2,1,4.0
614,3,0,29.0,2.169053700369523,1,2,0.0
694,3,0,25.0,2.1071782966514356,0,2,0.0
353,3,0,15.0,2.1076888046179385,0,2,2.0
19,3,1,31.0,2.9444389791664403,2,3,1.0
667,2,0,25.0,2.6390573296152584,2,2,0.0
583,2,0,54.0,3.295836866004329,2,2,0.0
84,1,0,28.0,3.8732821771117156,2,2,0.0
62,1,1,38.0,4.394449154672439,3,1,0.0
273,2,1,41.0,3.0204248861443626,2,3,1.0
286,3,0,33.0,2.2682524139135403,0,2,0.0
696,2,0,52.0,2.6741486494265287,2,2,0.0
747,3,0,16.0,3.056356895370426,2,2,2.0
13,3,0,20.0,2.2027647577118348,2,2,0.0
183,3,0,9.0,3.4777725458882283,2,0,6.0
445,3,0,29.0,2.2096470973347766,2,2,0.0
553,3,0,29.0,2.17806441028492,1,2,0.0
224,3,0,29.0,2.1855792552411137,2,2,0.0
514,1,1,54.0,4.100989104940769,0,3,1.0
629,3,0,26.0,2.1855792552411137,2,2,0.0
588,1,0,60.0,4.384523514872469,0,2,2.0
693,3,0,29.0,4.05171190165724,2,2,0.0
524,1,1,44.0,4.077184839375167,0,3,1.0
665,3,0,20.0,2.188856327665703,2,2,1.0
177,3,0,29.0,3.275887339030031,2,0,4.0
842,2,0,16.0,2.4423470353692043,2,2,0.0
679,3,1,43.0,3.8691155044168695,2,3,7.0
164,3,0,17.0,2.2682524139135403,2,2,0.0
249,1,0,37.0,3.9806942251907276,2,2,2.0
571,2,0,62.0,2.4423470353692043,2,2,0.0
788,3,0,8.0,3.405355391810819,1,0,5.0
75,3,0,32.0,4.05171190165724,2,2,0.0
114,3,1,20.0,2.3818582738885534,2,1,1.0
636,2,1,28.0,2.6390573296152584,2,1,0.0
502,3,1,21.0,2.169053700369523,1,1,0.0
105,3,0,37.0,2.188856327665703,2,2,2.0
115,3,1,17.0,2.738146075922933,0,1,0.0
369,3,1,29.0,2.169053700369523,1,1,0.0
93,1,0,46.0,4.1299529896894684,2,2,1.0
498,3,0,29.0,2.7788192719904172,2,2,0.0
90,3,0,24.0,2.2027647577118348,2,2,0.0
337,1,0,29.0,4.213607983048918,2,2,1.0
880,1,1,56.0,4.432699549165613,0,3,1.0
818,2,0,31.0,3.637696679934592,0,2,2.0
829,3,0,29.0,2.169053700369523,1,2,0.0
544,2,0,32.0,3.295836866004329,2,2,1.0
549,3,0,33.0,3.0692150503137943,2,2,2.0
95,3,0,59.0,2.1102132003465894,2,2,0.0
12,1,1,58.0,3.3160025355989236,2,1,0.0
432,3,1,29.0,2.8390784635086144,2,3,1.0
44,2,1,3.0,3.7513658711253766,0,1,3.0
43,3,0,29.0,2.1855792552411137,0,2,0.0
330,1,1,16.0,4.077184839375167,0,1,1.0
168,3,1,45.0,3.3638415951183864,2,3,5.0
780,1,1,43.0,5.35817698994543,2,3,1.0
538,1,1,30.0,4.676792929661059,0,1,0.0
736,3,0,28.5,2.8390784635086144,2,2,0.0
500,3,0,24.0,2.174274334826008,2,2,0.0
179,2,0,30.0,2.6390573296152584,2,2,0.0
584,1,0,36.0,3.716616209085536,0,2,0.0
785,3,0,25.0,2.0856720914304723,2,2,0.0
594,3,1,29.0,2.169053700369523,1,1,2.0
178,1,1,50.0,3.391567832686312,0,1,0.0
645,3,1,0.75,3.0085645861193133,0,1,3.0
711,1,1,24.0,3.922056501139853,0,4,0.0
616,2,1,24.0,4.189654742026425,2,1,3.0
384,1,1,35.0,3.970291913552122,2,3,1.0
258,1,1,30.0,4.471638793363569,2,1,0.0
735,2,0,23.0,2.6390573296152584,2,2,0.0
336,3,0,29.0,2.1855792552411137,2,2,0.0
552,2,0,27.0,3.295836866004329,2,2,0.0
16,2,1,55.0,2.833213344056216,2,3,0.0
4,1,1,35.0,3.9908341858524357,2,3,1.0
412,3,0,29.0,2.061570298060867,1,2,0.0
257,1,1,29.0,4.384523514872469,0,3,0.0
452,3,0,29.0,3.0429354648621407,2,2,1.0
474,2,1,23.0,2.694066212646058,0,3,0.0
698,3,1,29.0,2.167143305297764,1,1,0.0
394,1,1,23.0,4.738607824217808,0,1,1.0
223,3,0,51.0,2.2027647577118348,2,2,0.0
507,2,1,33.0,3.295836866004329,2,3,2.0
568,3,1,29.0,3.0944457464900235,2,3,4.0
421,3,0,29.0,2.1855792552411137,0,2,0.0
325,3,0,29.0,4.256321678298823,2,2,10.0
531,2,1,2.0,3.295836866004329,2,1,2.0
10,2,1,14.0,3.436268471383741,0,3,1.0
250,2,0,54.0,3.295836866004329,2,4,1.0
23,3,1,15.0,2.2004637699272855,1,1,0.0
357,1,1,22.0,4.02535169073515,2,1,1.0
222,2,0,27.0,2.6390573296152584,2,2,0.0
602,3,0,29.0,2.1855792552411137,2,2,0.0
767,1,0,29.0,3.703768066607687,0,4,0.0
875,2,1,28.0,3.2188758248682006,0,3,1.0
529,3,0,39.0,2.188856327665703,2,2,0.0
341,2,0,2.0,3.295836866004329,2,0,2.0
744,3,0,24.0,2.8390784635086144,2,2,1.0
520,3,0,32.0,2.1855792552411137,2,2,0.0
204,3,0,45.5,2.1071782966514356,0,2,0.0
238,2,1,8.0,3.305053521109253,2,1,2.0
94,3,0,26.0,3.0715352369694915,2,2,3.0
731,1,1,29.0,5.35817698994543,2,1,0.0
441,2,1,45.0,3.305053521109253,2,3,2.0
560,3,1,36.0,2.91235066461494,2,3,1.0
285,1,0,29.0,3.295836866004329,2,2,0.0
185,3,1,4.0,3.1365805821413706,2,1,2.0
792,2,0,16.0,3.295836866004329,2,2,0.0
488,1,0,58.0,3.4242626545931514,0,2,0.0
154,3,0,40.5,2.740840023925201,2,2,2.0
76,3,0,25.0,2.157559320943788,2,2,0.0
657,3,0,29.0,2.1855792552411137,2,2,0.0
632,3,0,51.0,2.086193694502369,2,2,0.0
278,2,0,29.0,0.0,2,2,0.0
69,3,1,17.0,2.188856327665703,2,1,6.0
826,3,0,29.0,2.0731719286662407,1,2,0.0
189,3,0,40.0,2.803360380906535,1,2,2.0
272,3,0,25.0,0.0,2,2,0.0
663,1,0,47.0,3.2804411805263554,2,2,0.0
712,1,0,29.0,3.3160025355989236,2,2,0.0
237,2,0,44.0,3.295836866004329,2,2,1.0
89,1,1,23.0,5.575949103146316,2,1,5.0
758,2,0,18.0,2.5257286443082556,2,2,0.0
118,2,0,29.0,3.091042453358316,2,2,1.0
126,3,0,12.0,2.5048481563289,0,0,1.0
732,3,0,11.0,2.9850504252071306,0,2,0.0
290,3,1,22.0,2.169053700369523,1,1,0.0
239,2,0,19.0,2.4423470353692043,2,2,0.0
1,3,0,22.0,2.1102132003465894,2,2,1.0
882,3,0,33.0,2.1855792552411137,2,2,0.0
468,1,0,56.0,3.3160025355989236,2,2,0.0
828,2,0,1.0,3.637696679934592,0,0,2.0
396,3,0,22.0,2.174274334826008,2,2,0.0
532,3,0,29.0,2.1076888046179385,0,2,0.0
127,3,0,29.0,2.169053700369523,1,2,0.0
279,3,0,7.0,3.405355391810819,1,0,5.0
692,3,1,4.0,2.668387256845834,0,1,1.0
117,3,0,70.5,2.169053700369523,1,2,0.0
229,2,0,18.0,2.6390573296152584,2,2,0.0
623,3,0,20.0,2.817902613071225,0,2,2.0
656,2,0,24.0,4.310799125385514,2,2,2.0
599,3,0,29.0,2.1071782966514356,0,2,0.0
517,2,1,34.0,2.4423470353692043,2,3,0.0
275,3,1,29.0,2.169053700369523,1,1,0.0
319,1,1,31.0,5.11118445372147,2,1,2.0
607,3,0,30.0,2.1855792552411137,2,2,0.0
145,2,0,18.0,2.5257286443082556,2,2,0.0
635,3,1,9.0,3.3638415951183864,2,1,5.0
559,1,1,39.0,4.390118804571218,2,3,2.0
810,1,1,33.0,3.9908341858524357,2,3,1.0
746,1,0,70.0,4.276666119016055,2,4,2.0
370,1,1,24.0,4.252771798816619,0,4,0.0
269,1,1,58.0,5.039951348430309,2,3,1.0
624,3,0,21.0,2.180891922715322,2,2,0.0
308,1,1,17.0,4.699570861409576,0,3,1.0
424,3,1,28.0,2.7343675094195836,2,3,2.0
311,1,1,24.0,4.432699549165613,0,1,0.0
355,3,0,29.0,2.1071782966514356,0,2,0.0
47,3,0,29.0,2.803360380906535,1,2,1.0
350,3,0,42.0,2.2682524139135403,2,2,0.0
372,3,0,18.0,2.0143428636837015,2,2,1.0
480,3,1,2.0,2.586823743668066,2,1,1.0
577,2,1,34.0,2.6390573296152584,2,1,0.0
262,3,0,3.0,3.4777725458882283,2,0,6.0
196,1,1,58.0,4.993969182787072,0,1,0.0
891,3,0,32.0,2.169053700369523,1,2,0.0
745,3,0,31.0,2.188856327665703,2,2,0.0
108,3,0,29.0,2.1719067693519296,2,2,0.0
867,2,1,27.0,2.698558631668595,0,1,1.0
60,3,0,11.0,3.8691155044168695,2,0,7.0
659,2,0,23.0,2.6390573296152584,2,2,0.0
264,1,0,40.0,0.0,2,2,0.0
569,3,0,29.0,2.1076888046179385,0,2,0.0
101,3,1,28.0,2.1855792552411137,2,1,0.0
444,2,1,28.0,2.6390573296152584,2,4,0.0
491,3,0,29.0,3.0429354648621407,2,2,1.0
688,3,0,19.0,2.4133032309283076,2,2,0.0
800,3,1,30.0,3.224857896545748,2,3,2.0
641,3,0,20.0,2.180891922715322,2,2,0.0
170,3,0,28.0,4.05171190165724,2,2,0.0
180,3,0,36.0,0.0,2,2,0.0
305,3,0,29.0,2.2027647577118348,2,2,0.0
342,1,1,24.0,5.575949103146316,2,1,5.0
58,3,0,28.5,2.1076888046179385,0,2,0.0
859,3,1,24.0,3.0085645861193133,0,3,3.0
150,2,0,42.0,2.6390573296152584,2,4,0.0
125,1,0,54.0,4.360387947851531,2,2,1.0
704,3,0,25.0,2.1681046787623672,1,2,0.0
51,3,0,7.0,3.705920919968788,2,0,5.0
354,3,0,25.0,2.9338568698359038,2,2,1.0
824,3,1,27.0,2.600836116795061,2,3,1.0
143,3,1,24.0,2.8243506567983707,2,3,1.0
471,3,0,29.0,2.1102132003465894,2,2,0.0
400,2,1,28.0,2.613739521630969,2,3,0.0
576,3,0,19.0,2.740840023925201,2,2,0.0
321,3,0,22.0,2.1102132003465894,2,2,0.0
20,3,1,29.0,2.1071782966514356,0,3,0.0
793,3,1,29.0,4.256321678298823,2,1,10.0
708,1,0,42.0,3.3064287218760624,2,2,0.0
724,2,0,50.0,2.6390573296152584,2,2,0.0
408,2,0,3.0,2.9831534913471307,2,0,2.0
558,1,0,29.0,5.4316456135398825,0,2,0.0
39,3,1,18.0,2.9444389791664403,2,1,2.0
176,3,0,18.0,2.180891922715322,2,2,2.0
246,1,0,44.0,4.51085950651685,1,4,2.0
741,1,0,29.0,3.4339872044851463,2,2,0.0
603,1,0,29.0,3.770459441106359,2,2,0.0
769,3,0,29.0,3.224857896545748,1,2,1.0
765,3,0,16.0,2.1719067693519296,2,2,0.0
155,3,0,29.0,2.1177604059819726,2,2,0.0
288,3,0,22.0,2.1855792552411137,2,2,0.0
751,2,1,4.0,3.1780538303479458,2,1,2.0
18,2,0,29.0,2.6390573296152584,2,2,0.0
128,3,0,24.0,2.0969990034181696,2,2,0.0
323,2,1,30.0,2.5915163848462583,1,1,0.0
256,3,1,29.0,2.7878344138303452,0,3,2.0
771,3,0,24.0,2.3513752571634776,2,2,0.0
857,1,1,45.0,5.11118445372147,2,3,2.0
191,2,1,32.0,2.6390573296152584,2,3,0.0
116,3,0,21.0,2.188856327665703,2,2,0.0
738,1,0,35.0,6.240917354759096,0,2,0.0
181,3,1,29.0,4.256321678298823,2,1,10.0
302,3,0,29.0,3.188416617383492,1,2,2.0
680,1,0,36.0,6.240917354759096,0,2,1.0
639,3,1,41.0,3.705920919968788,2,3,5.0
650,3,1,23.0,2.145931282948669,2,1,0.0
617,3,0,34.0,2.7343675094195836,2,2,2.0
597,2,1,29.0,3.5263605246161616,2,1,0.0
518,3,0,29.0,3.224857896545748,1,2,0.0
876,3,1,15.0,2.1071782966514356,0,1,0.0
46,3,0,29.0,2.2027647577118348,2,2,0.0
808,3,1,18.0,2.1719067693519296,2,1,0.0
158,3,0,30.0,2.2027647577118348,2,2,0.0
666,2,0,32.0,4.310799125385514,2,2,2.0
172,3,0,4.0,3.405355391810819,1,0,5.0
17,3,0,2.0,3.405355391810819,1,0,5.0
512,3,0,29.0,2.2027647577118348,2,2,0.0
49,3,0,29.0,3.1214482048688246,0,2,2.0
863,1,1,48.0,3.2932111997353943,2,3,0.0
750,3,0,31.0,2.169053700369523,1,2,0.0
516,1,0,47.0,3.5559421706858756,2,2,0.0
618,3,1,26.0,2.8390784635086144,2,3,1.0
481,3,0,9.0,3.8691155044168695,2,0,7.0
284,3,0,19.0,2.2027647577118348,2,2,0.0
590,3,0,29.0,2.2027647577118348,2,2,0.0
226,3,0,22.0,2.336986519711378,2,2,0.0
27,3,0,29.0,2.1071782966514356,0,2,0.0
849,2,0,28.0,3.5263605246161616,2,4,1.0
438,2,1,24.0,2.9831534913471307,2,3,5.0
845,3,0,17.0,2.2682524139135403,2,2,0.0
365,3,0,29.0,2.803360380906535,1,2,1.0
230,3,1,29.0,3.275887339030031,2,1,4.0
38,3,0,21.0,2.2027647577118348,2,2,0.0
858,1,0,51.0,3.3160025355989236,2,2,0.0
375,3,1,3.0,3.0944457464900235,2,1,4.0
470,3,1,0.75,3.0085645861193133,0,1,3.0
860,3,0,29.0,2.1076888046179385,0,2,0.0
759,3,0,34.0,2.2027647577118348,2,2,0.0
652,2,1,18.0,3.1780538303479458,2,1,1.0
195,1,1,44.0,3.357621598945279,0,3,0.0
761,3,0,29.0,2.740840023925201,2,2,0.0
869,3,0,29.0,2.3513752571634776,2,2,0.0
504,3,1,37.0,2.3596740599781727,2,1,0.0
862,2,0,21.0,2.5257286443082556,2,2,1.0
742,1,0,36.0,4.380149874661021,2,2,1.0
580,3,0,32.0,2.188856327665703,2,2,0.0
889,3,1,29.0,3.196630215920881,2,1,3.0
163,3,0,26.0,2.1719067693519296,2,2,0.0
631,1,0,80.0,3.4339872044851463,2,2,0.0
153,3,0,55.5,2.2027647577118348,2,2,0.0
685,2,0,60.0,3.6888794541139363,2,2,2.0
630,3,0,29.0,2.167143305297764,1,2,0.0
676,3,0,18.0,2.1719067693519296,2,2,0.0
112,3,1,14.5,2.737880811060884,0,1,1.0
227,2,0,19.0,2.4423470353692043,2,2,0.0
619,2,1,4.0,3.6888794541139363,2,1,3.0
104,3,0,33.0,2.267393053825037,2,2,0.0
422,3,0,21.0,2.167143305297764,1,2,0.0
420,3,1,10.0,3.224857896545748,2,1,2.0
587,2,0,47.0,2.772588722239781,2,2,0.0
120,3,1,2.0,3.4742929367327062,2,1,6.0
54,2,1,29.0,3.295836866004329,2,3,1.0
152,1,1,22.0,4.213607983048918,2,3,1.0
404,3,0,28.0,2.8243506567983707,2,2,1.0
840,1,0,29.0,3.4242626545931514,0,2,0.0
208,3,0,26.0,2.9850504252071306,0,2,0.0
753,3,0,33.0,2.3513752571634776,2,2,0.0
718,2,1,27.0,2.4423470353692043,2,1,0.0
9,3,1,27.0,2.495953738718064,2,3,2.0
723,2,0,34.0,2.6390573296152584,2,2,0.0
37,3,0,29.0,2.1076888046179385,0,2,0.0
453,1,0,30.0,3.3586377672433594,0,2,0.0
254,3,0,30.0,2.8390784635086144,2,2,1.0
304,2,1,29.0,2.5915163848462583,1,1,0.0
668,3,0,29.0,2.1719067693519296,2,2,0.0
572,1,1,53.0,3.960416900617205,2,3,2.0
637,3,0,32.0,2.188856327665703,2,2,0.0
715,2,0,52.0,2.6390573296152584,2,2,0.0
263,1,0,52.0,4.390118804571218,2,2,2.0
611,3,1,39.0,3.4742929367327062,2,3,6.0
298,1,1,2.0,5.027492411162679,2,1,3.0
415,3,0,44.0,2.188856327665703,2,2,0.0
151,2,0,51.0,2.6045398247325453,2,4,0.0
706,2,0,39.0,3.295836866004329,2,2,0.0
790,1,0,46.0,4.384523514872469,0,2,0.0
551,1,0,17.0,4.717456363787216,0,2,2.0
489,3,0,30.0,2.2027647577118348,2,2,0.0
148,3,1,9.0,3.5660053559634015,2,1,4.0
147,3,0,27.0,2.174274334826008,2,2,0.0
837,3,0,21.0,2.2682524139135403,2,2,0.0
827,3,0,29.0,4.05171190165724,2,2,0.0
871,3,0,26.0,2.1855792552411137,2,2,0.0
349,3,0,3.0,2.8273136219290276,2,0,2.0
464,2,0,48.0,2.6390573296152584,2,2,0.0
326,1,1,36.0,4.91730069488021,0,1,0.0
187,3,1,29.0,2.803360380906535,1,3,1.0
124,2,1,32.5,2.6390573296152584,2,1,0.0
760,1,1,33.0,4.471638793363569,2,4,0.0
609,2,1,22.0,3.7513658711253766,0,3,3.0
144,3,0,19.0,2.0476928433652555,1,2,0.0
852,3,0,74.0,2.1719067693519296,2,2,0.0
198,3,0,42.0,2.2411563979973974,2,2,1.0
610,1,1,40.0,5.039951348430309,2,1,0.0
280,3,1,35.0,3.056356895370426,2,3,2.0
294,3,1,24.0,2.2874714551839976,2,1,0.0
401,3,0,39.0,2.188856327665703,2,2,0.0
123,2,0,32.5,3.436268471383741,0,2,1.0
184,2,0,1.0,3.6888794541139363,2,0,3.0
203,3,0,34.0,2.0143428636837015,2,2,0.0
439,1,0,64.0,5.575949103146316,2,2,5.0
247,3,1,25.0,2.1719067693519296,2,1,0.0
416,3,1,29.0,2.2027647577118348,2,3,0.0
789,3,0,1.0,3.0715352369694915,2,0,3.0
130,3,0,45.0,2.076311648670908,2,2,0.0
638,2,0,31.0,3.305053521109253,2,2,2.0
403,3,1,21.0,2.3818582738885534,2,1,1.0
795,3,0,25.0,2.1855792552411137,2,2,0.0
690,1,1,15.0,5.35817698994543,2,1,1.0
811,3,0,26.0,2.184645795129359,2,2,0.0
220,2,0,30.0,2.4423470353692043,2,2,0.0
642,1,1,24.0,4.252771798816619,0,4,0.0
813,2,0,35.0,2.4423470353692043,2,2,0.0
673,2,0,70.0,2.4423470353692043,2,2,0.0
816,1,0,29.0,0.0,2,2,0.0
625,3,0,21.0,2.8390784635086144,2,2,0.0
856,3,1,18.0,2.336986519711378,2,3,1.0
681,3,1,29.0,2.212386825075897,1,1,0.0
387,3,0,1.0,3.8691155044168695,2,0,7.0
864,3,1,29.0,4.256321678298823,2,1,10.0
510,3,0,26.0,4.05171190165724,2,2,0.0
268,3,0,25.0,2.1719067693519296,2,2,1.0
733,2,0,29.0,0.0,2,2,0.0
442,3,0,20.0,2.3513752571634776,2,2,0.0
497,1,1,54.0,4.37281811610993,0,1,1.0
113,3,0,22.0,2.2027647577118348,2,2,0.0
233,2,0,59.0,2.6741486494265287,2,2,0.0
775,2,1,54.0,3.1780538303479458,2,3,4.0
608,1,0,27.0,3.449987545831587,2,2,0.0
672,1,0,31.0,3.970291913552122,2,2,1.0
374,1,0,22.0,4.91730069488021,0,2,0.0
873,1,0,33.0,1.791759469228055,2,2,0.0
752,3,0,6.0,2.600836116795061,2,0,1.0
234,3,1,5.0,3.4777725458882283,2,1,6.0
807,1,0,39.0,0.0,2,2,0.0
677,3,0,24.5,2.2027647577118348,2,2,0.0
318,2,0,54.0,2.70805020110221,2,4,0.0
649,3,0,29.0,2.145931282948669,2,2,0.0
411,3,0,29.0,2.1855792552411137,2,2,0.0
799,3,0,30.0,2.1076888046179385,0,2,0.0
359,3,1,29.0,2.1837114628556327,1,1,0.0
259,1,1,35.0,6.240917354759096,0,1,0.0
628,1,1,21.0,4.368919865004903,2,1,0.0
633,1,0,32.0,3.449987545831587,0,4,0.0
283,3,0,16.0,2.3513752571634776,2,2,0.0
377,3,1,22.0,2.1102132003465894,2,1,0.0
385,3,0,29.0,2.1855792552411137,2,2,0.0
225,1,0,38.0,4.51085950651685,2,2,1.0
847,3,0,29.0,4.256321678298823,2,2,10.0
729,2,0,25.0,3.295836866004329,2,2,1.0
