iter	Logloss
251	0.3605406686
252	0.3601242665
253	0.3598452793
254	0.3595751645
255	0.3593888015
256	0.35911035
257	0.3590934411
258	0.3587348595
259	0.3585224366
260	0.3583884936
261	0.358151168
262	0.3578522286
263	0.3576767525
264	0.3574778953
265	0.3571617898
266	0.3568515349
267	0.3566247319
268	0.3564864169
269	0.3563379223
270	0.3560644857
271	0.3558414545
272	0.3556099581
273	0.3552911951
274	0.3550032069
275	0.354818237
276	0.3545184618
277	0.3541295127
278	0.3538788999
279	0.3536488608
280	0.3534161643
281	0.353274849
282	0.3531135816
283	0.3528990585
284	0.352671934
285	0.3525321832
286	0.35226419
287	0.3520345581
288	0.3517673364
289	0.3514680327
290	0.3512998002
291	0.3509419045
292	0.350587652
293	0.350296792
294	0.3499246876
295	0.3497444324
296	0.3495161078
297	0.3492360276
298	0.3488459855
299	0.3486666304
300	0.3484398274
301	0.3481197786
302	0.3479129063
303	0.347783378
304	0.3475397946
305	0.3472950325
306	0.3470526063
307	0.3468522918
308	0.3466921174
309	0.346502647
310	0.3464056508
311	0.3463653607
312	0.346219995
313	0.3458038502
314	0.34541818
315	0.3451559088
316	0.3448933162
317	0.344681922
318	0.3444298305
319	0.3441729599
320	0.3439785818
321	0.3437728453
322	0.3433727093
323	0.3430054482
324	0.3427769522
325	0.3426181279
326	0.3424460593
327	0.3422875779
328	0.3420171845
329	0.3418084262
330	0.3415933459
331	0.3413381255
332	0.3411170659
333	0.3408111829
334	0.3406947275
335	0.3404816617
336	0.3401903088
337	0.3399891585
338	0.3397358669
339	0.3396432855
340	0.3395345024
341	0.3392105531
342	0.3389344376
343	0.3387649408
344	0.3385701555
345	0.3383977226
346	0.3382109738
347	0.3379849637
348	0.3378976758
349	0.3377969506
350	0.3376175313
351	0.3374110876
352	0.3369893492
353	0.3366427475
354	0.3364215379
355	0.3362656283
356	0.3358787151
357	0.3355499439
358	0.3354978669
359	0.3353439931
360	0.3350787431
361	0.3348248514
362	0.3346668629
363	0.334383268
364	0.334227637
365	0.3340873075
366	0.3339338195
367	0.3337053235
368	0.3335300403
369	0.3333371195
370	0.3332277148
371	0.3330676047
372	0.3329816668
373	0.3327824239
374	0.3325575496
375	0.3323003576
376	0.332141469
377	0.3320001324
378	0.3319325822
379	0.3317211023
380	0.3316237632
381	0.3313795368
382	0.3312391645
383	0.3308913627
384	0.330692227
385	0.3305101716
386	0.3303578838
387	0.3302143397
388	0.3299988736
389	0.3299245942
390	0.3297400314
391	0.3296587012
392	0.3295239224
393	0.3295097994
394	0.3293651838
395	0.3291623191
396	0.3289779063
397	0.3287415665
398	0.3285089557
399	0.3283841851
400	0.3282086233
401	0.3281035691
402	0.3278868172
403	0.3276502631
404	0.3273852916
405	0.3272472339
406	0.3270297533
407	0.3268433046
408	0.3267598099
409	0.3265330925
410	0.3264561342
411	0.3263344497
412	0.326307211
413	0.3261692604
414	0.3259801543
415	0.3257865263
416	0.3256430465
417	0.3254537904
418	0.3253495291
419	0.3251150324
420	0.3249976983
421	0.3248676343
422	0.3245754028
423	0.3243929831
424	0.3241680445
425	0.3240114491
426	0.3238752987
427	0.3236429879
428	0.3234169564
429	0.3232450378
430	0.3230616966
431	0.3229004935
432	0.3227847667
433	0.3226600175
434	0.3225116087
435	0.3223606067
436	0.3223500198
437	0.3222668466
438	0.3221449477
439	0.3220343
440	0.3218254775
441	0.3215757649
442	0.3214646672
443	0.3211619345
444	0.3209284022
445	0.3207520046
446	0.3204485861
447	0.320294048
448	0.3200600013
449	0.3196869968
450	0.3194017517
451	0.3192197821
452	0.3190459348
453	0.3189764987
454	0.3187954078
455	0.3187458596
456	0.3185003474
457	0.3182955538
458	0.3181784555
459	0.318029618
460	0.3179365865
461	0.3177952713
462	0.3177018541
463	0.3176559277
464	0.3175876489
465	0.3174573277
466	0.3173555738
467	0.3172467907
468	0.3170223665
469	0.3167849123
470	0.3165330137
471	0.316325627
472	0.3160508831
473	0.3159301844
474	0.3159117538
475	0.3157849473
476	0.3156174006
477	0.3155215617
478	0.3154774569
479	0.315216986
480	0.3151525433
481	0.3149520145
482	0.3147429991
483	0.3144994157
484	0.3143745594
485	0.3143323405
486	0.3142388162
487	0.314026629
488	0.3138658331
489	0.3138005546
490	0.313709259
491	0.3134914784
492	0.3134014258
493	0.3131766587
494	0.313024028
495	0.3128570385
496	0.31279101
497	0.3125791871
498	0.312348998
499	0.3123390755
500	0.3122333141
501	0.3121305744
502	0.3118747968
503	0.3117711571
504	0.3116491082
505	0.3115337243
506	0.3113353172
507	0.3111665061
508	0.3110201118
509	0.3109694063
510	0.310842514
511	0.3107314378
512	0.3106784606
513	0.3103385882
514	0.3101969944
515	0.3100439993
516	0.3098766455
517	0.3096641583
518	0.3095032124
519	0.3091062481
520	0.3089366656
521	0.3088584857
522	0.3085765196
523	0.3084866384
524	0.3083985575
525	0.3081722474
526	0.3080272889
527	0.3077894061
528	0.3076841376
529	0.3074992748
530	0.3073410506
531	0.3073178838
532	0.3072000782
533	0.3070766149
534	0.3070356819
535	0.3069431005
536	0.306788991
537	0.3067797114
538	0.3066341957
539	0.3064996526
540	0.3063418785
541	0.3061174971
542	0.3060227726
543	0.3059187257
544	0.3057912762
545	0.3055991698
546	0.3055425923
547	0.3052824213
548	0.305231373
549	0.305047796
550	0.3049595436
551	0.3047780455
552	0.3046094916
553	0.3043832243
554	0.3043149027
555	0.3041918894
556	0.3040724551
557	0.3039520778
558	0.3038088338
559	0.3037297967
560	0.3035352471
561	0.3035268676
562	0.3034276641
563	0.3032939568
564	0.3030828412
565	0.3030777835
566	0.3028868772
567	0.3026554879
568	0.3024398718
569	0.3022526087
570	0.3020100969
571	0.3019316598
572	0.3018106182
573	0.3017050711
574	0.3016271055
575	0.301373321
576	0.301241714
577	0.3010885689
578	0.3009579048
579	0.3007071849
580	0.3006761101
581	0.3005677127
582	0.3004763743
583	0.30039753
584	0.300273681
585	0.3002209824
586	0.3001964012
587	0.3001201501
588	0.3000192535
589	0.3000111312
590	0.299923586
591	0.2997890858
592	0.299783128
593	0.2996367122
594	0.2994725945
595	0.299309034
596	0.2990843955
597	0.2988552994
598	0.2986653574
599	0.2984246672
600	0.2982950103
601	0.2981146266
602	0.2980032074
603	0.2979048825
604	0.2976296671
605	0.2975932346
606	0.2975265417
607	0.2974319887
608	0.2972811581
609	0.2971174262
610	0.2970114719
611	0.2968160222
612	0.2965432285
613	0.2965042886
614	0.2964642557
615	0.2963477145
616	0.2961582655
617	0.2961064885
618	0.2958638052
619	0.2956345805
620	0.2954114207
621	0.2952805637
622	0.295059397
623	0.2949224536
624	0.294805141
625	0.2946619612
626	0.2944357154
627	0.2942529743
628	0.2941624502
629	0.2940531956
630	0.2937269961
631	0.2936406082
632	0.2935423905
633	0.2934171698
634	0.2932128478
635	0.2930405006
636	0.293033707
637	0.2928410648
638	0.2926934917
639	0.2924360425
640	0.2921536906
641	0.2920727248
642	0.2918809612
643	0.2915837792
644	0.2914311484
645	0.2912199256
646	0.2910578867
647	0.2909332018
648	0.2908289191
649	0.2907510393
650	0.2906723022
651	0.2905565112
652	0.2901422522
653	0.2899343298
654	0.2897971721
655	0.2895805273
656	0.2894315398
657	0.2893107982
658	0.289264679
659	0.2891243067
660	0.2888058866
661	0.288737865
662	0.2886193093
663	0.2883297995
664	0.2881997784
665	0.2880507909
666	0.2879171479
667	0.2877655244
668	0.2877178835
669	0.2875347995
670	0.2873735749
671	0.2873414715
672	0.2870707137
673	0.2869139039
674	0.2867585943
675	0.2865930193
676	0.2863869185
677	0.2862408884
678	0.2861481142
679	0.2860473461
680	0.28591126
681	0.2857645871
682	0.2856115063
683	0.2854964438
684	0.2853845961
685	0.2853100809
686	0.2850876283
687	0.285043245
688	0.2849040728
689	0.2847443484
690	0.2846641969
691	0.2846285788
692	0.2844462877
693	0.2843352757
694	0.2842624107
695	0.2839774014
696	0.2838322286
697	0.2836288709
698	0.2834135334
699	0.2832559736
700	0.2830495727
701	0.2828766469
702	0.2827409466
703	0.2826133899
704	0.2824729319
705	0.2824144256
706	0.2823299879
707	0.28215059
708	0.2820294412
709	0.281900213
710	0.2817044633
711	0.2814936691
712	0.2813427529
713	0.2810541646
714	0.280944267
715	0.2809380306
716	0.2809310227
717	0.2808656157
718	0.2808590578
719	0.2807599614
720	0.2807008122
721	0.2805708553
722	0.2802724088
723	0.2801057623
724	0.2800655794
725	0.2797411158
726	0.2796169881
727	0.2795413157
728	0.2794821236
729	0.2793278641
730	0.2792873597
731	0.279185863
732	0.2790756011
733	0.278970054
734	0.2788714291
735	0.2788661142
736	0.2785915632
737	0.2785181196
738	0.2782775579
739	0.2781065394
740	0.2779946059
741	0.2778540622
742	0.2777453219
743	0.277560502
744	0.277387019
745	0.2771043885
746	0.2770210652
747	0.2767335485
748	0.2766018128
749	0.2765537648
750	0.2764568115
751	0.2762403167
752	0.2761704306
753	0.2760030125
754	0.2758971225
755	0.2756680264
756	0.2755958043
757	0.2753324187
758	0.2752417018
759	0.2751329401
760	0.2750168061
761	0.274811091
762	0.2747793519
763	0.2745781588
764	0.2745417906
765	0.2744327931
766	0.2743646215
767	0.2742210774
768	0.2740313498
769	0.2739676143
770	0.2738293208
771	0.2736771616
772	0.2734018176
773	0.2731635704
774	0.2728769109
775	0.2728186618
776	0.2725772429
777	0.2724414997
778	0.2723960019
779	0.2723222797
780	0.2721129857
781	0.2720792535
782	0.2720085744
783	0.2719431245
784	0.2716765672
785	0.2715549683
786	0.27146423
787	0.2713347017
788	0.271281446
789	0.271185157
790	0.2709780061
791	0.2708671656
792	0.2707899287
793	0.2706177101
794	0.2705398517
795	0.270443477
796	0.2703969505
797	0.2703876924
798	0.2702794236
799	0.2701537529
800	0.2701304146
801	0.2698937963
802	0.2697522024
803	0.2696364756
804	0.2694878525
805	0.2693172841
806	0.2692572133
807	0.2690824444
808	0.2688961243
809	0.2686490691
810	0.2686001638
811	0.2684516692
812	0.2683566233
813	0.2680966238
814	0.2680303166
815	0.2678997597
816	0.2678646559
817	0.2677048887
818	0.2675629948
819	0.2674391886
820	0.2673505719
821	0.2673029739
822	0.2671053597
823	0.2668815784
824	0.2667698807
825	0.2667323338
826	0.2665153032
827	0.2663880252
828	0.2662526463
829	0.2661302545
830	0.2660294865
831	0.265887464
832	0.2656436449
833	0.2653971897
834	0.2653187098
835	0.265222228
836	0.2650944785
837	0.2650108766
838	0.2649057367
839	0.2646223775
840	0.2645891597
841	0.264436829
842	0.2641951315
843	0.2640592597
844	0.2638463653
845	0.2636251557
846	0.2634744537
847	0.2632974775
848	0.2632167259
849	0.2630520296
850	0.2629382316
851	0.2627660344
852	0.2625051348
853	0.2622315696
854	0.2619178858
855	0.2618360841
856	0.2616045877
857	0.2614467921
858	0.2613012121
859	0.2612568287
860	0.26101661
861	0.2608964256
862	0.2607038048
863	0.2605085694
864	0.2603196562
865	0.2601870848
866	0.2600334039
867	0.2597943424
868	0.2597187985
869	0.2594926384
870	0.2592730576
871	0.2592450474
872	0.2591455438
873	0.2590721002
874	0.2588460901
875	0.2587567876
876	0.2586405036
877	0.2584950736
878	0.2584237088
879	0.2582855653
880	0.2582319881
881	0.2579670595
882	0.2577324771
883	0.2576575976
884	0.2576281087
885	0.2575546007
886	0.2572034343
887	0.2571141532
888	0.2570439885
889	0.2568508963
890	0.2567612294
891	0.2566406593
892	0.2565962331
893	0.2564170066
894	0.2562529103
895	0.2561542211
896	0.2560706621
897	0.2559293468
898	0.255785567
899	0.2556279643
900	0.2554308859
901	0.2553739226
902	0.2553288749
903	0.2550816697
904	0.255022349
905	0.2547597778
906	0.2545786225
907	0.2545022857
908	0.2543394967
909	0.2542983923
910	0.2541748218
911	0.2540415646
912	0.2537823795
913	0.2535531548
914	0.2534760464
915	0.2534348991
916	0.2531824433
917	0.2529866508
918	0.2528563939
919	0.2528163396
920	0.2527567831
921	0.2526467784
922	0.252391858
923	0.2523065631
924	0.2522637442
925	0.2519848427
926	0.2519010051
927	0.2518468278
928	0.2517621758
929	0.2515772059
930	0.2514985545
931	0.251421832
932	0.2513155348
933	0.2512611218
934	0.2511953504
935	0.2509359938
936	0.2508876672
937	0.2507372224
938	0.2505549099
939	0.250428039
940	0.2502978893
941	0.250259828
942	0.2501663894
943	0.2499886631
944	0.2499399935
945	0.2498806728
946	0.2497970495
947	0.249530878
948	0.2492877874
949	0.2492446042
950	0.2490882231
951	0.2489716605
952	0.2487705745
953	0.2485327989
954	0.2482145288
955	0.2478768424
956	0.247731841
957	0.2476484534
958	0.2474889005
959	0.2474249936
960	0.2471452134
961	0.2470304296
962	0.246955893
963	0.246798226
964	0.2466318581
965	0.2465777022
966	0.2464414661
967	0.2462393943
968	0.2461146022
969	0.2459967967
970	0.2458111624
971	0.245579516
972	0.2454866774
973	0.2454421868
974	0.2453635569
975	0.2453035719
976	0.2450536664
977	0.2448952278
978	0.2446823549
979	0.244492563
980	0.2442542515
981	0.2442011672
982	0.2439617628
983	0.243863588
984	0.2437917302
985	0.2435603624
986	0.2435175435
987	0.2434208902
988	0.2433664343
989	0.2432012665
990	0.2431240296
991	0.2430674521
992	0.2430165323
993	0.2429590975
994	0.2429049631
995	0.2426765313
996	0.2426436349
997	0.2425151782
998	0.2424792172
999	0.2423445455
